timestamp,mouse_velocity,click_interval,scroll_burst,typing_latency,session_duration,click_count,cursor_entropy,typing_focus,label
2026-04-09 07:25:22.429993868,0.9129,384.89,0.117,610.41,6.72,23,0.45645,0.4,idle
2026-04-09 07:25:22.429993868,0.5144000000000001,632.41,0.619,181.99,1492.81,54,0.25720000000000004,1.0,engagement
2026-04-09 07:25:22.429993868,2.1933,811.94,0.046,315.72,1312.92,46,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.7058,1737.63,0.075,219.42,104.92,39,0.3529,1.0,engagement
2026-04-09 07:25:22.429993868,0.25830000000000003,463.56,0.595,123.49,1669.53,51,0.12915000000000001,1.0,engagement
2026-04-09 07:25:22.429993868,2.2253,1010.71,0.267,458.51,1089.74,52,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.1547,599.31,0.078,883.14,311.71,2,0.07735,0.4,idle
2026-04-09 07:25:22.429993868,1.1724,2893.45,0.624,698.76,649.56,38,0.5862,0.4,idle
2026-04-09 07:25:22.429993868,0.2697,2651.31,0.781,196.6,140.88,57,0.13485,1.0,exit_intent
2026-04-09 07:25:22.429993868,0.14930000000000002,2389.72,0.334,377.28,949.14,53,0.07465000000000001,1.0,idle
2026-04-09 07:25:22.429993868,0.0945,2621.66,0.667,712.45,1318.36,21,0.04725,0.4,idle
2026-04-09 07:25:22.429993868,2.2782,828.15,0.8290000000000001,794.12,604.11,56,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.8132,1432.59,0.711,457.5,1033.66,12,0.4066,1.0,engagement
2026-04-09 07:25:22.429993868,1.1937,2879.34,0.447,718.39,133.7,1,0.59685,0.4,idle
2026-04-09 07:25:22.429993868,1.0164,2986.91,0.079,795.69,879.79,42,0.5082,0.4,idle
2026-04-09 07:25:22.429993868,1.4087,1073.41,0.988,827.44,1289.31,32,0.70435,0.4,idle
2026-04-09 07:25:22.429993868,2.0995,2865.51,0.525,94.52,883.44,6,1.0,0.4,idle
2026-04-09 07:25:22.429993868,2.0709,1907.04,0.498,185.2,896.13,54,1.0,1.0,idle
2026-04-09 07:25:22.429993868,2.133,347.85,0.756,140.38,1633.18,31,1.0,1.0,confusion
2026-04-09 07:25:22.429993868,1.3089,2711.9,0.674,396.92,1184.98,36,0.65445,1.0,idle
2026-04-09 07:25:22.429993868,1.1287,511.03,0.378,292.3,1325.31,44,0.56435,1.0,engagement
2026-04-09 07:25:22.429993868,1.2563,2376.55,0.26,849.0,186.65,10,0.62815,0.4,idle
2026-04-09 07:25:22.429993868,0.9982000000000001,2154.95,0.167,448.09,252.9,1,0.49910000000000004,1.0,engagement
2026-04-09 07:25:22.429993868,1.1077,592.24,0.381,448.71,932.75,58,0.55385,1.0,engagement
2026-04-09 07:25:22.429993868,1.1877,2589.2,0.636,700.68,791.7,50,0.59385,0.4,idle
2026-04-09 07:25:22.429993868,0.1106,1634.26,0.909,830.65,935.5,2,0.0553,0.4,idle
2026-04-09 07:25:22.429993868,0.3294,2946.36,0.448,241.65,864.5,34,0.1647,1.0,engagement
2026-04-09 07:25:22.429993868,2.1873,2517.37,0.9450000000000001,816.41,874.84,9,1.0,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.0665,774.92,0.872,796.68,446.94,35,0.53325,0.4,idle
2026-04-09 07:25:22.429993868,0.1385,581.11,0.555,845.11,1063.7,60,0.06925,0.4,idle
2026-04-09 07:25:22.429993868,1.7275,2153.33,0.095,380.84,1054.78,38,0.86375,1.0,idle
2026-04-09 07:25:22.429993868,1.7126000000000001,2862.71,0.27,841.38,1236.94,9,0.8563000000000001,0.4,idle
2026-04-09 07:25:22.429993868,1.4957,1494.3,0.038,303.36,1252.03,59,0.74785,1.0,idle
2026-04-09 07:25:22.429993868,1.5759,1669.08,0.895,575.85,1785.5,2,0.78795,0.4,idle
2026-04-09 07:25:22.429993868,1.5591,615.18,0.5720000000000001,275.29,663.83,57,0.77955,1.0,idle
2026-04-09 07:25:22.429993868,0.9612,877.91,0.34700000000000003,377.44,145.02,23,0.4806,1.0,engagement
2026-04-09 07:25:22.429993868,0.5793,409.6,0.359,349.88,607.7,22,0.28965,1.0,engagement
2026-04-09 07:25:22.429993868,2.028,917.83,0.8300000000000001,883.22,793.82,22,1.0,0.4,idle
2026-04-09 07:25:22.429993868,2.1687,1221.43,0.096,452.45,1673.51,27,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.4382000000000001,2952.39,0.358,285.06,1196.7,38,0.7191000000000001,1.0,idle
2026-04-09 07:25:22.429993868,1.9441000000000002,309.11,0.249,819.42,199.87,28,0.9720500000000001,0.4,confusion
2026-04-09 07:25:22.429993868,1.2761,860.43,0.712,501.02,886.78,4,0.63805,0.4,idle
2026-04-09 07:25:22.429993868,2.2286,1236.75,0.299,494.13,1674.94,31,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.8413,1380.29,0.47400000000000003,140.66,1577.49,53,0.42065,1.0,engagement
2026-04-09 07:25:22.429993868,0.6864,1852.31,0.632,328.6,119.29,55,0.3432,1.0,engagement
2026-04-09 07:25:22.429993868,0.6507000000000001,1554.43,0.23500000000000001,500.58,642.41,59,0.32535000000000003,0.4,idle
2026-04-09 07:25:22.429993868,1.8559,573.28,0.266,699.85,1394.34,19,0.92795,0.4,idle
2026-04-09 07:25:22.429993868,2.0833,2238.75,0.464,695.27,358.11,40,1.0,0.4,idle
2026-04-09 07:25:22.429993868,1.7429000000000001,928.26,0.799,271.09,108.46,39,0.8714500000000001,1.0,idle
2026-04-09 07:25:22.429993868,1.6054,2067.66,0.535,535.87,783.74,47,0.8027,0.4,idle
2026-04-09 07:25:22.429993868,0.9593,1408.01,0.743,305.02,1369.34,51,0.47965,1.0,engagement
2026-04-09 07:25:22.429993868,0.1373,853.71,0.006,183.94,1772.47,15,0.06865,1.0,idle
2026-04-09 07:25:22.429993868,2.2583,1411.5,0.113,127.57,145.37,19,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.6425,2261.07,0.8300000000000001,780.1,275.62,35,0.82125,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.0768,872.32,0.39,146.04,1006.26,6,0.5384,1.0,engagement
2026-04-09 07:25:22.429993868,1.0216,1204.26,0.332,366.89,485.84,3,0.5108,1.0,engagement
2026-04-09 07:25:22.429993868,0.45180000000000003,677.74,0.154,694.48,486.33,21,0.22590000000000002,0.4,idle
2026-04-09 07:25:22.429993868,2.0045,833.72,0.989,654.47,924.68,18,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.5385,2327.92,0.625,614.17,119.08,35,0.26925,0.4,idle
2026-04-09 07:25:22.429993868,0.9378000000000001,670.2,0.707,814.49,290.42,3,0.46890000000000004,0.4,idle
2026-04-09 07:25:22.429993868,0.1328,1920.54,0.881,553.6,1000.67,26,0.0664,0.4,idle
2026-04-09 07:25:22.429993868,1.7610999999999999,2225.86,0.198,299.83,1099.24,26,0.8805499999999999,1.0,idle
2026-04-09 07:25:22.429993868,1.1143,1460.15,0.28200000000000003,745.94,1234.94,46,0.55715,0.4,idle
2026-04-09 07:25:22.429993868,1.3039,1768.56,0.785,371.74,1148.27,9,0.65195,1.0,idle
2026-04-09 07:25:22.429993868,1.2817,1333.53,0.495,652.97,443.39,3,0.64085,0.4,idle
2026-04-09 07:25:22.429993868,0.8006000000000001,2828.3,0.51,847.8,1229.47,22,0.40030000000000004,0.4,idle
2026-04-09 07:25:22.429993868,2.1507,2572.93,0.23700000000000002,604.51,1282.3,55,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.9556,2163.23,0.839,369.6,1639.59,59,0.4778,1.0,exit_intent
2026-04-09 07:25:22.429993868,0.8513000000000001,136.2,0.8230000000000001,407.17,680.66,6,0.42565000000000003,1.0,engagement
2026-04-09 07:25:22.429993868,1.5115,1872.62,0.93,238.21,269.73,25,0.75575,1.0,idle
2026-04-09 07:25:22.429993868,1.4639,624.24,0.6910000000000001,687.22,1615.82,22,0.73195,0.4,idle
2026-04-09 07:25:22.429993868,1.028,1587.34,0.674,363.72,366.31,23,0.514,1.0,engagement
2026-04-09 07:25:22.429993868,2.276,1175.1,0.08700000000000001,750.03,1722.27,45,1.0,0.4,idle
2026-04-09 07:25:22.429993868,2.1394,726.58,0.314,765.51,770.46,6,1.0,0.4,idle
2026-04-09 07:25:22.429993868,2.2905,2743.94,0.156,795.67,1690.15,53,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.6509,2735.38,0.28600000000000003,895.66,1486.84,41,0.32545,0.4,idle
2026-04-09 07:25:22.429993868,0.1446,1891.51,0.187,536.52,347.64,10,0.0723,0.4,idle
2026-04-09 07:25:22.429993868,1.0812,821.06,0.9420000000000001,579.97,1398.25,0,0.5406,0.4,idle
2026-04-09 07:25:22.429993868,0.7948000000000001,2196.22,0.264,720.25,86.21,31,0.39740000000000003,0.4,idle
2026-04-09 07:25:22.429993868,1.0715,1089.67,0.17300000000000001,344.65,1175.4,30,0.53575,1.0,engagement
2026-04-09 07:25:22.429993868,1.2815,2702.2,0.182,272.87,1281.25,19,0.64075,1.0,idle
2026-04-09 07:25:22.429993868,2.0369,1712.48,0.935,369.53,95.55,45,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.6179000000000001,1762.19,0.96,119.6,794.46,12,0.8089500000000001,0.4,idle
2026-04-09 07:25:22.429993868,0.6809000000000001,2388.78,0.277,488.03,1178.28,45,0.34045000000000003,1.0,engagement
2026-04-09 07:25:22.429993868,2.0983,2246.56,0.23800000000000002,349.39,917.86,22,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.51,1491.31,0.17300000000000001,522.51,908.24,20,0.755,0.4,idle
2026-04-09 07:25:22.429993868,2.0377,1153.5,0.9540000000000001,277.54,90.18,16,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.49510000000000004,1328.73,0.133,464.21,1671.57,35,0.24755000000000002,1.0,engagement
2026-04-09 07:25:22.429993868,1.42,2927.35,0.8290000000000001,437.44,863.95,29,0.71,1.0,exit_intent
2026-04-09 07:25:22.429993868,1.5373999999999999,1457.94,0.884,489.89,1401.33,56,0.7686999999999999,1.0,idle
2026-04-09 07:25:22.429993868,2.2485,2379.46,0.9580000000000001,379.63,118.1,37,1.0,1.0,exit_intent
2026-04-09 07:25:22.429993868,0.1288,2430.48,0.127,897.32,1703.44,42,0.0644,0.4,idle
2026-04-09 07:25:22.429993868,1.8069000000000002,2620.19,0.8270000000000001,496.85,750.17,1,0.9034500000000001,1.0,exit_intent
2026-04-09 07:25:22.429993868,1.7245,1448.25,0.47200000000000003,241.91,687.37,23,0.86225,1.0,idle
2026-04-09 07:25:22.429993868,0.9795,1806.75,0.499,744.16,1339.28,24,0.48975,0.4,idle
2026-04-09 07:25:22.429993868,0.32,1481.16,0.878,566.09,1590.27,11,0.16,0.4,idle
2026-04-09 07:25:22.429993868,0.9228000000000001,2419.18,0.856,100.08,220.9,14,0.46140000000000003,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.9909,1994.65,0.545,405.6,1387.85,58,0.99545,1.0,idle
2026-04-09 07:25:22.429993868,1.7583000000000002,2165.77,0.467,786.58,665.36,37,0.8791500000000001,0.4,idle
2026-04-09 07:25:22.429993868,0.0995,2622.98,0.648,100.46,499.21,1,0.04975,0.4,idle
2026-04-09 07:25:22.429993868,1.6251,1333.16,0.047,854.55,725.39,13,0.81255,0.4,idle
2026-04-09 07:25:22.429993868,0.0509,2008.32,0.755,106.57,349.02,22,0.02545,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.5201,1545.5,0.985,111.99,993.56,51,0.76005,0.4,idle
2026-04-09 07:25:22.429993868,0.07440000000000001,711.23,0.669,480.16,1243.38,18,0.037200000000000004,1.0,idle
2026-04-09 07:25:22.429993868,0.8447,2691.85,0.201,647.74,336.87,21,0.42235,0.4,idle
2026-04-09 07:25:22.429993868,0.6726000000000001,1730.03,0.17500000000000002,360.09,1727.42,53,0.33630000000000004,1.0,engagement
2026-04-09 07:25:22.429993868,2.2703,1241.93,0.252,775.28,1540.16,42,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.9265,1110.98,0.918,281.12,569.23,56,0.46325,1.0,engagement
2026-04-09 07:25:22.429993868,0.2129,1079.05,0.962,688.11,406.33,19,0.10645,0.4,idle
2026-04-09 07:25:22.429993868,0.9281,1962.74,0.716,441.24,1284.32,24,0.46405,1.0,engagement
2026-04-09 07:25:22.429993868,2.3287,1159.18,0.011,350.88,162.06,20,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.9580000000000001,216.23,0.132,587.72,1774.93,17,0.47900000000000004,0.4,idle
2026-04-09 07:25:22.429993868,0.7695000000000001,1802.56,0.427,826.45,1596.57,43,0.38475000000000004,0.4,idle
2026-04-09 07:25:22.429993868,0.967,819.71,0.812,739.97,575.51,21,0.4835,0.4,idle
2026-04-09 07:25:22.429993868,1.663,1914.25,0.746,496.39,1543.25,3,0.8315,1.0,idle
2026-04-09 07:25:22.429993868,2.0011,2343.27,0.9530000000000001,152.92,1543.59,43,1.0,1.0,exit_intent
2026-04-09 07:25:22.429993868,2.3497,1749.83,0.641,850.06,684.94,15,1.0,0.4,idle
2026-04-09 07:25:22.429993868,1.3812,2932.98,0.9550000000000001,101.35,833.2,30,0.6906,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.0366,2959.92,0.851,576.51,1168.12,27,0.5183,0.4,exit_intent
2026-04-09 07:25:22.429993868,0.5443,536.1,0.88,492.99,704.63,31,0.27215,1.0,engagement
2026-04-09 07:25:22.429993868,1.8679000000000001,2931.15,0.872,271.45,287.46,38,0.9339500000000001,1.0,exit_intent
2026-04-09 07:25:22.429993868,0.0869,2266.23,0.747,631.22,800.37,34,0.04345,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.8731,1096.98,0.621,851.82,1509.91,52,0.93655,0.4,idle
2026-04-09 07:25:22.429993868,0.1621,727.96,0.837,660.94,1365.05,18,0.08105,0.4,idle
2026-04-09 07:25:22.429993868,0.5472,288.62,0.745,743.48,388.14,46,0.2736,0.4,idle
2026-04-09 07:25:22.429993868,0.1418,1877.49,0.47900000000000004,746.54,1314.7,6,0.0709,0.4,idle
2026-04-09 07:25:22.429993868,1.2293,652.76,0.213,531.04,1792.67,21,0.61465,0.4,idle
2026-04-09 07:25:22.429993868,1.7843,642.33,0.372,545.81,127.87,2,0.89215,0.4,idle
2026-04-09 07:25:22.429993868,1.7875,1962.04,0.726,383.9,1797.48,29,0.89375,1.0,idle
2026-04-09 07:25:22.429993868,1.7837,347.93,0.638,381.84,1404.24,47,0.89185,1.0,confusion
2026-04-09 07:25:22.429993868,1.427,930.94,0.20600000000000002,626.8,1394.07,16,0.7135,0.4,idle
2026-04-09 07:25:22.429993868,0.9936,661.38,0.796,696.76,1668.03,26,0.4968,0.4,idle
2026-04-09 07:25:22.429993868,1.0868,2164.63,0.129,305.49,1072.44,59,0.5434,1.0,engagement
2026-04-09 07:25:22.429993868,2.1486,1501.42,0.557,722.75,513.99,30,1.0,0.4,idle
2026-04-09 07:25:22.429993868,1.8086,1954.95,0.449,587.95,1162.27,13,0.9043,0.4,idle
2026-04-09 07:25:22.429993868,1.3033000000000001,1066.17,0.718,640.25,592.03,53,0.6516500000000001,0.4,idle
2026-04-09 07:25:22.429993868,1.127,332.14,0.786,672.68,15.98,7,0.5635,0.4,idle
2026-04-09 07:25:22.429993868,2.3602,756.74,0.223,738.63,1516.77,5,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.31820000000000004,2821.55,0.546,318.27,273.87,35,0.15910000000000002,1.0,engagement
2026-04-09 07:25:22.429993868,1.5777,1381.61,0.665,371.51,753.52,14,0.78885,1.0,idle
2026-04-09 07:25:22.429993868,0.3512,746.24,0.073,694.03,1515.35,21,0.1756,0.4,idle
2026-04-09 07:25:22.429993868,0.8929,2577.45,0.099,649.93,330.11,49,0.44645,0.4,idle
2026-04-09 07:25:22.429993868,0.30260000000000004,1317.32,0.353,707.61,1074.03,26,0.15130000000000002,0.4,idle
2026-04-09 07:25:22.429993868,0.7244,843.68,1.0,160.73,1212.63,19,0.3622,1.0,engagement
2026-04-09 07:25:22.429993868,1.7596,346.6,0.903,727.02,1054.47,3,0.8798,0.4,confusion
2026-04-09 07:25:22.429993868,0.3936,319.03,0.772,800.31,1714.11,12,0.1968,0.4,idle
2026-04-09 07:25:22.429993868,1.6369,2492.29,0.68,712.92,824.93,5,0.81845,0.4,idle
2026-04-09 07:25:22.429993868,2.198,448.39,0.708,838.72,5.22,7,1.0,0.4,idle
2026-04-09 07:25:22.429993868,0.7738,881.0,0.241,162.12,349.25,52,0.3869,1.0,engagement
2026-04-09 07:25:22.429993868,1.3088,1997.79,0.44,288.33,323.77,45,0.6544,1.0,idle
2026-04-09 07:25:22.429993868,2.363,1104.92,0.251,253.41,1740.35,54,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.7702,1194.81,0.189,403.48,1661.61,54,0.8851,1.0,idle
2026-04-09 07:25:22.429993868,1.3409,1891.87,0.981,683.22,1248.0,10,0.67045,0.4,idle
2026-04-09 07:25:22.429993868,1.6957,1946.89,0.128,593.07,1604.83,2,0.84785,0.4,idle
2026-04-09 07:25:22.429993868,0.297,1523.64,0.989,131.96,706.66,30,0.1485,1.0,engagement
2026-04-09 07:25:22.429993868,1.9664000000000001,1270.45,0.793,727.42,313.39,37,0.9832000000000001,0.4,idle
2026-04-09 07:25:22.429993868,1.3429,2623.78,0.891,628.69,1776.18,53,0.67145,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.7796,447.65,0.166,626.93,727.65,38,0.8898,0.4,idle
2026-04-09 07:25:22.429993868,1.4342000000000001,1223.55,0.383,286.99,995.4,26,0.7171000000000001,1.0,idle
2026-04-09 07:25:22.429993868,1.5603,2766.16,0.486,240.62,567.9,32,0.78015,1.0,idle
2026-04-09 07:25:22.429993868,1.2284,1946.65,0.341,269.31,268.92,13,0.6142,1.0,idle
2026-04-09 07:25:22.429993868,0.9256000000000001,1620.17,0.165,804.53,1730.02,53,0.46280000000000004,0.4,idle
2026-04-09 07:25:22.429993868,1.3472,1655.33,0.6920000000000001,565.12,767.92,3,0.6736,0.4,idle
2026-04-09 07:25:22.429993868,2.0485,842.17,0.919,267.11,234.8,55,1.0,1.0,idle
2026-04-09 07:25:22.429993868,2.3664,268.28,0.10300000000000001,121.44,1448.74,53,1.0,1.0,confusion
2026-04-09 07:25:22.429993868,0.3541,1384.06,0.851,183.61,1226.91,41,0.17705,1.0,engagement
2026-04-09 07:25:22.429993868,1.4758,2466.1,0.065,823.29,1085.54,10,0.7379,0.4,idle
2026-04-09 07:25:22.429993868,0.116,148.2,0.9400000000000001,231.75,675.67,55,0.058,1.0,idle
2026-04-09 07:25:22.429993868,0.6206,231.66,0.835,859.78,882.8,57,0.3103,0.4,idle
2026-04-09 07:25:22.429993868,0.7067,2859.78,0.425,506.25,756.07,53,0.35335,0.4,idle
2026-04-09 07:25:22.429993868,0.5161,1854.89,0.28400000000000003,849.43,233.25,0,0.25805,0.4,idle
2026-04-09 07:25:22.429993868,1.8249,2973.13,0.586,262.33,123.37,38,0.91245,1.0,idle
2026-04-09 07:25:22.429993868,1.0887,933.18,0.089,775.99,1033.08,35,0.54435,0.4,idle
2026-04-09 07:25:22.429993868,0.5838,1988.28,0.889,115.41,633.6,13,0.2919,0.4,idle
2026-04-09 07:25:22.429993868,1.3582,2573.81,0.317,674.14,1770.48,16,0.6791,0.4,idle
2026-04-09 07:25:22.429993868,1.7819,567.83,0.326,230.55,6.61,51,0.89095,1.0,idle
2026-04-09 07:25:22.429993868,1.0108,1492.92,0.212,281.27,1062.58,19,0.5054,1.0,engagement
2026-04-09 07:25:22.429993868,2.2088,2587.8,0.904,116.45,1610.82,23,1.0,0.4,exit_intent
2026-04-09 07:25:22.429993868,2.296,212.0,0.9400000000000001,673.25,1032.51,27,1.0,0.4,confusion
2026-04-09 07:25:22.429993868,0.324,1468.47,0.645,362.26,77.44,19,0.162,1.0,engagement
2026-04-09 07:25:22.429993868,1.6465,2709.2,0.392,632.2,782.58,18,0.82325,0.4,idle
2026-04-09 07:25:22.429993868,1.9437000000000002,2682.16,0.864,865.57,513.59,22,0.9718500000000001,0.4,exit_intent
2026-04-09 07:25:22.429993868,0.7625000000000001,1191.08,0.281,288.62,560.65,5,0.38125000000000003,1.0,engagement
2026-04-09 07:25:22.429993868,2.078,270.65,0.747,361.04,1380.55,58,1.0,1.0,confusion
2026-04-09 07:25:22.429993868,1.6297000000000001,2069.47,0.847,668.57,1392.89,23,0.8148500000000001,0.4,exit_intent
2026-04-09 07:25:22.429993868,0.6158,1007.21,0.189,830.55,225.7,52,0.3079,0.4,idle
2026-04-09 07:25:22.429993868,0.20450000000000002,184.8,0.394,483.54,1443.91,28,0.10225000000000001,1.0,engagement
2026-04-09 07:25:22.429993868,0.4297,2290.13,0.794,591.54,475.66,60,0.21485,0.4,exit_intent
2026-04-09 07:25:22.429993868,1.5741,2247.38,0.021,340.87,762.99,13,0.78705,1.0,idle
2026-04-09 07:25:22.429993868,0.6627000000000001,1514.21,0.895,541.1,193.76,4,0.33135000000000003,0.4,idle
2026-04-09 07:25:22.429993868,2.2401,1268.88,0.923,768.17,972.72,37,1.0,0.4,idle
2026-04-09 07:25:22.429993868,2.0928,1537.08,0.646,213.42,268.55,49,1.0,1.0,idle
2026-04-09 07:25:22.429993868,1.9135,1044.13,0.709,271.52,678.66,14,0.95675,1.0,idle
2026-04-09 07:25:22.429993868,1.4876,1847.5,0.763,315.27,1398.41,36,0.7438,1.0,idle
2026-04-09 07:25:22.429993868,2.2716,1315.49,0.17400000000000002,438.41,45.01,59,1.0,1.0,idle
2026-04-09 07:25:22.429993868,0.6033000000000001,2946.0,0.078,880.2,440.55,40,0.30165000000000003,0.4,idle
2026-04-09 07:25:22.429993868,0.7827000000000001,2241.45,0.988,348.96,1663.04,15,0.39135000000000003,1.0,exit_intent
2026-04-09 07:25:22.429993868,1.776,667.52,0.927,784.25,365.09,54,0.888,0.4,idle
2026-04-09 07:25:22.429993868,1.7165,217.65,0.34600000000000003,878.88,1366.17,28,0.85825,0.4,confusion
2026-04-09 07:25:22.429993868,0.6503,1930.29,0.527,314.14,104.8,24,0.32515,1.0,engagement
2026-04-09 07:25:22.429993868,1.234,2845.19,0.525,288.55,1270.67,55,0.617,1.0,idle
2026-04-09 07:25:22.429993868,1.6218,861.83,0.34500000000000003,579.85,1178.04,33,0.8109,0.4,idle
2026-04-09 07:25:22.429993868,2.2,1061.42,0.069,878.31,1553.35,24,1.0,0.4,idle
2026-04-09 07:25:22.432670832,0.308,2715.51,0.36,888.9,543.24,34,0.154,0.4,idle
2026-04-09 07:25:22.432670832,2.1789,660.27,0.073,403.41,427.41,58,1.0,1.0,idle
2026-04-09 07:25:22.432670832,1.9072,2726.65,0.47900000000000004,404.31,429.06,37,0.9536,1.0,idle
2026-04-09 07:25:22.432670832,0.6378,376.22,0.401,185.85,1422.45,7,0.3189,1.0,engagement
2026-04-09 07:25:22.432670832,1.5681,2267.68,0.9510000000000001,429.99,982.09,38,0.78405,1.0,exit_intent
2026-04-09 07:25:22.432670832,0.37770000000000004,2273.99,0.997,583.11,1462.62,11,0.18885000000000002,0.4,exit_intent
2026-04-09 07:25:22.432670832,0.9495,1000.9,0.028,594.47,1263.98,36,0.47475,0.4,idle
2026-04-09 07:25:22.432670832,0.9392,647.26,0.643,526.5,682.09,53,0.4696,0.4,idle
2026-04-09 07:25:22.432670832,1.5150000000000001,2629.36,0.0,883.31,1110.32,54,0.7575000000000001,0.4,idle
2026-04-09 07:25:22.432670832,1.566,1223.5,0.433,361.68,803.01,38,0.783,1.0,idle
2026-04-09 07:25:22.432670832,0.2888,1374.6,0.86,325.57,1534.18,52,0.1444,1.0,engagement
2026-04-09 07:25:22.432670832,1.7628,747.14,0.768,645.2,1296.37,15,0.8814,0.4,idle
2026-04-09 07:25:22.432670832,1.9929000000000001,1480.84,0.895,112.38,1463.67,17,0.9964500000000001,0.4,idle
2026-04-09 07:25:22.432670832,1.6657000000000002,818.51,0.13,231.11,699.83,18,0.8328500000000001,1.0,idle
2026-04-09 07:25:22.432670832,1.9665,2355.79,0.653,525.5,1342.0,26,0.98325,0.4,idle
2026-04-09 07:25:22.432670832,2.3806,1323.87,0.17400000000000002,269.71,333.35,53,1.0,1.0,idle
